Seconds,Value.ChunkData.FrameID,Value.ChunkData.Timestamp
1099.7860800000001,33679,933033189568
1099.8027199999999,33680,933049855840
1099.8193920000001,33681,933066521840
1099.8360319999999,33682,933083188000
1099.8527039999999,33683,933099853568
1099.8693760000001,33684,933116519888
1099.88608,33685,933133186184
1099.90272,33686,933149852184
1099.9193600000001,33687,933166519024
1099.9360320000001,33688,933183185056
1099.952704,33689,933199846592
1099.969376,33690,933216513568
1099.9860799999999,33691,933233179136
1100.00272,33692,933249845752
1100.01936,33693,933266511888
1100.036032,33694,933283177808
1100.0527039999999,33695,933299843536
1100.0693759999999,33696,933316510216
1100.0860479999999,33697,933333172080
1100.1026879999999,33698,933349838808
1100.1193599999999,33699,933366508400
1100.1360319999999,33700,933383171136
1100.1527040000001,33701,933399837080
1100.1693760000001,33702,933416502784
1100.1860160000001,33703,933433169024
1100.2026880000001,33704,933449835136
1100.2193600000001,33705,933466497400
1100.236032,33706,933483164080
1100.252704,33707,933499830080
1100.269376,33708,933516496080
1100.286016,33709,933533162648
1100.302688,33710,933549828104
1100.31936,33711,933566494512
1100.3360319999999,33712,933583160888
1100.3527039999999,33713,933599827104
1100.369344,33714,933616493136
1100.3860159999999,33715,933633155080
1100.4026879999999,33716,933649821512
1100.4193600000001,33717,933666487728
1100.4360320000001,33718,933683153400
1100.452704,33719,933699819536
1100.4693440000001,33720,933716486136
1100.4860160000001,33721,933733152104
1100.502688,33722,933749814104
1100.51936,33723,933766481000
1100.536032,33724,933783147080
1100.552672,33725,933799813296
1100.569344,33726,933816478728
1100.586016,33727,933833145104
1100.6026879999999,33728,933849810968
1100.6193599999999,33729,933866477784
1100.636,33730,933883143488
1100.6526719999999,33731,933899810160
1100.6693439999999,33732,933916472408
1100.6860160000001,33733,933933138536
1100.7026880000001,33734,933949804056
1100.7193279999999,33735,933966470456
1100.7360000000001,33736,933983136320
1100.7526720000001,33737,933999802944
1100.769344,33738,934016468888
1100.786016,33739,934033135024
1100.802688,33740,934049797104
1100.819328,33741,934066463104
1100.836,33742,934083129592
1100.852672,33743,934099795864
1100.869344,33744,934116462160
1100.8860159999999,33745,934133128104
1100.902656,33746,934149794784
1100.919328,33747,934166460080
1100.9359999999999,33748,934183122488
1100.9526719999999,33749,934199789080
1100.9693440000001,33750,934216455000
1100.9859839999999,33751,934233121568
1101.0026559999999,33752,934249787136
1101.0193280000001,33753,934266453752
1101.0360000000001,33754,934283119944
1101.052672,33755,934299786136
1101.069344,33756,934316451616
1101.0859840000001,33757,934333117944
1101.102656,33758,934349780488
1101.119328,33759,934366446832
1101.136,33760,934383113080
1101.1526719999999,33761,934399779080
1101.169312,33762,934416444616
1101.185984,33763,934433111080
1101.2026559999999,33764,934449777592
1101.2193279999999,33765,934466439968
1101.2360000000001,33766,934483106024
1101.2526399999999,33767,934499772080
1101.2693119999999,33768,934516438024
1101.2859840000001,33769,934533104536
1101.3026560000001,33770,934549770000
1101.319328,33771,934566436568
1101.336,33772,934583102240
1101.3526400000001,33773,934599768888
1101.369312,33774,934616434456
1101.385984,33775,934633097136
1101.402656,33776,934649762944
1101.419328,33777,934666429808
1101.435968,33778,934683095160
1101.45264,33779,934699761536
1101.4693119999999,33780,934716428104
1101.4859839999999,33781,934733093968
1101.5026559999999,33782,934749756080
1101.5192959999999,33783,934766422080
1101.5359679999999,33784,934783089104
1101.5526400000001,33785,934799754568
1101.5693120000001,33786,934816420648
1101.5859840000001,33787,934833087136
1101.602656,33788,934849752784
1101.6192960000001,33789,934866419160
1101.635968,33790,934883085536
1101.65264,33791,934899751432
1101.669312,33792,934916414136
1101.685984,33793,934933079888
1101.702624,33794,934949745968
1101.719296,33795,934966412840
1101.735968,33796,934983078568
1101.7526399999999,33797,934999745136
1101.7693119999999,33798,935016411272
1101.7859840000001,33799,935033077080
1101.8026239999999,33800,935049738888
1101.8192959999999,33801,935066404920
1101.8359680000001,33802,935083071080
1101.8526400000001,33803,935099738024
1101.869312,33804,935116403488
1101.8859520000001,33805,935133069784
1101.9026240000001,33806,935149736104
1101.919296,33807,935166402136
1101.935968,33808,935183068184
1101.95264,33809,935199730568
1101.96928,33810,935216396592
1101.985952,33811,935233063136
1102.002624,33812,935249728840
1102.0192959999999,33813,935266395456
1102.0359679999999,33814,935283061080
1102.0526400000001,33815,935299727808
1102.0692799999999,33816,935316393592
1102.0859519999999,33817,935333059568
1102.1026240000001,33818,935349722104
1102.1192960000001,33819,935366388184
1102.135968,33820,935383054616
1102.1526080000001,33821,935399721104
1102.1692800000001,33822,935416386456
1102.185952,33823,935433052512
1102.202624,33824,935449719136
1102.219296,33825,935466381136
1102.235936,33826,935483047104
1102.252608,33827,935499713432
1102.26928,33828,935516380136
1102.285952,33829,935533045592
1102.3026239999999,33830,935549712568
1102.3192959999999,33831,935566378136
1102.3359359999999,33832,935583044000
1102.3526079999999,33833,935599710616
1102.3692799999999,33834,935616376784
1102.3859520000001,33835,935633038728
1102.4026240000001,33836,935649705080
1102.4192640000001,33837,935666370920
1102.4359360000001,33838,935683037056
1102.4526080000001,33839,935699703864
1102.46928,33840,935716369784
1102.485952,33841,935733036080
1102.502592,33842,935749702080
1102.519264,33843,935766363968
1102.535936,33844,935783030136
1102.552608,33845,935799696616
1102.5692799999999,33846,935816362784
1102.5859519999999,33847,935833028920
1102.602592,33848,935849695080
1102.6192639999999,33849,935866361568
1102.6359359999999,33850,935883027536
1102.6526080000001,33851,935899689784
1102.6692800000001,33852,935916356136
1102.6859199999999,33853,935933022104
1102.7025920000001,33854,935949687944
1102.7192640000001,33855,935966354104
1102.735936,33856,935983020488
1102.752608,33857,935999686728
1102.7692480000001,33858,936016353080
1102.78592,33859,936033019320
1102.802592,33860,936049685512
1102.819264,33861,936066346864
1102.8359359999999,33862,936083013784
1102.8526079999999,33863,936099679536
1102.869248,33864,936116346136
1102.8859199999999,33865,936133011616
1102.9025919999999,33866,936149678160
1102.9192640000001,33867,936166340568
1102.9359360000001,33868,936183006784
1102.9525759999999,33869,936199672864
1102.9692480000001,33870,936216339104
1102.9859200000001,33871,936233004568
1103.002592,33872,936249671080
1103.019264,33873,936266337000
1103.0359040000001,33874,936283003136
1103.052576,33875,936299669104
1103.069248,33876,936316331488
1103.08592,33877,936332998000
1103.102592,33878,936349663808
1103.1192639999999,33879,936366330592
1103.135904,33880,936382996104
1103.152576,33881,936399662080
1103.1692479999999,33882,936416329184
1103.1859199999999,33883,936432995272
1103.2025920000001,33884,936449661080
1103.2192319999999,33885,936466323616
1103.2359039999999,33886,936482989104
1103.2525760000001,33887,936499655840
1103.2692480000001,33888,936516322056
1103.28592,33889,936532988024
1103.3025600000001,33890,936549653672
1103.3192320000001,33891,936566316104
1103.335904,33892,936582982296
1103.352576,33893,936599649024
1103.369248,33894,936616315272
1103.385888,33895,936632980616
1103.40256,33896,936649646616
1103.419232,33897,936666313136
1103.4359039999999,33898,936682979752
1103.4525759999999,33899,936699645616
1103.4692480000001,33900,936716312104
1103.4858879999999,33901,936732974136
1103.5025599999999,33902,936749640512
1103.5192320000001,33903,936766306512
1103.5359040000001,33904,936782971944
1103.552576,33905,936799638296
1103.5692160000001,33906,936816304888
1103.5858880000001,33907,936832970728
1103.60256,33908,936849637000
1103.619232,33909,936866298840
1103.635904,33910,936882965512
1103.652576,33911,936899631808
1103.669216,33912,936916298024
1103.685888,33913,936932963920
1103.7025599999999,33914,936949630216
1103.7192319999999,33915,936966296616
1103.7359039999999,33916,936982961944
1103.7525439999999,33917,936999628488
1103.7692159999999,33918,937016290456
1103.7858879999999,33919,937032956592
1103.8025600000001,33920,937049622888
1103.8192320000001,33921,937066289024
1103.8358720000001,33922,937082955728
1103.8525440000001,33923,937099621080
1103.8692160000001,33924,937116287616
1103.885888,33925,937132954000
1103.90256,33926,937149620104
1103.919232,33927,937166282080
1103.935872,33928,937182947944
1103.952544,33929,937199614592
1103.969216,33930,937216280888
1103.9858879999999,33931,937232947104
1104.0025599999999,33932,937249612864
1104.0192,33933,937266279592
1104.0358719999999,33934,937282945616
1104.0525439999999,33935,937299607808
1104.0692160000001,33936,937316274104
1104.0858880000001,33937,937332939920
1104.1025279999999,33938,937349605864
1104.1192000000001,33939,937366272136
1104.1358720000001,33940,937382938056
1104.152544,33941,937399604352
1104.169216,33942,937416270432
1104.1858560000001,33943,937432936624
1104.202528,33944,937449598592
1104.2192,33945,937466265512
1104.235872,33946,937482931808
1104.2525439999999,33947,937499597080
1104.2692159999999,33948,937516263512
1104.285856,33949,937532929616
1104.3025279999999,33950,937549596056
1104.3191999999999,33951,937566262000
1104.3358720000001,33952,937582924056
1104.3525440000001,33953,937599590568
1104.3692160000001,33954,937616257080
1104.3858560000001,33955,937632922512
1104.4025280000001,33956,937649589184
1104.4192,33957,937666255104
1104.435872,33958,937682921104
1104.452544,33959,937699587592
1104.469184,33960,937716250136
1104.485856,33961,937732916160
1104.502528,33962,937749581592
1104.5192,33963,937766248104
1104.5358719999999,33964,937782914160
1104.552512,33965,937799580272
1104.569184,33966,937816246160
1104.5858559999999,33967,937832913136
1104.6025279999999,33968,937849578512
1104.6192000000001,33969,937866241568
1104.6358399999999,33970,937882906888
1104.6525119999999,33971,937899573104
1104.6691840000001,33972,937916239536
1104.6858560000001,33973,937932905832
1104.702528,33974,937949571968
1104.7192,33975,937966238056
1104.7358400000001,33976,937982900616
1104.752512,33977,937999566616
1104.769184,33978,938016233104
1104.785856,33979,938032899216
1104.8025279999999,33980,938049565104
1104.819168,33981,938066231536
1104.83584,33982,938082897752
1104.8525119999999,33983,938099563056
1104.8691839999999,33984,938116229944
1104.8858560000001,33985,938132892216
1104.9024959999999,33986,938149558320
1104.9191679999999,33987,938166224000
1104.9358400000001,33988,938182890136
1104.9525120000001,33989,938199556104
1104.969184,33990,938216222616
1104.985856,33991,938232889136
1105.0024960000001,33992,938249554888
1105.019168,33993,938266220616
1105.03584,33994,938282883080
1105.052512,33995,938299549024
1105.069184,33996,938316216080
1105.085824,33997,938332881592
1105.102496,33998,938349548024
1105.1191679999999,33999,938366213888
1105.1358399999999,34000,938382880568
1105.1525119999999,34001,938399542920
1105.1691840000001,34002,938416208376
1105.1858239999999,34003,938432874888
1105.2024960000001,34004,938449540616
1105.2191680000001,34005,938466206968
1105.2358400000001,34006,938482873080
1105.2524800000001,34007,938499539568
1105.2691520000001,34008,938516205104
1105.285824,34009,938532872136
1105.302496,34010,938549533616
1105.319168,34011,938566200136
1105.33584,34012,938582866104
1105.35248,34013,938599532568
1105.369152,34014,938616198944
1105.385824,34015,938632864536
1105.4024959999999,34016,938649531024
1105.4191679999999,34017,938666197000
1105.435808,34018,938682859432
1105.4524799999999,34019,938699525456
1105.4691519999999,34020,938716192056
1105.4858240000001,34021,938732857888
1105.5024960000001,34022,938749524000
1105.519168,34023,938766189592
1105.5358080000001,34024,938782856536
1105.5524800000001,34025,938799522568
1105.569152,34026,938816188080
1105.585824,34027,938832850488
1105.602496,34028,938849517216
1105.619136,34029,938866183136
1105.635808,34030,938882848784
1105.65248,34031,938899515864
1105.6691519999999,34032,938916181136
1105.6858239999999,34033,938932847592
1105.702464,34034,938949513616
1105.7191359999999,34035,938966180080
1105.7358079999999,34036,938982842080
1105.7524800000001,34037,938999508320
1105.7691520000001,34038,939016174080
1105.7857919999999,34039,939032840864
1105.8024640000001,34040,939049507000
1105.8191360000001,34041,939066173080
1105.835808,34042,939082839136
1105.85248,34043,939099501104
1105.869152,34044,939116167728
1105.885792,34045,939132833616
1105.902464,34046,939149499840
1105.919136,34047,939166166400
1105.935808,34048,939182832512
1105.9524799999999,34049,939199498512
1105.96912,34050,939216164616
1105.9857919999999,34051,939232830728
1106.0024639999999,34052,939249492568
1106.0191359999999,34053,939266158864
1106.0358080000001,34054,939282825024
1106.0524800000001,34055,939299491624
1106.0691200000001,34056,939316157104
1106.0857920000001,34057,939332823432
1106.1024640000001,34058,939349490080
1106.119136,34059,939366155512
1106.135808,34060,939382821728
1106.152448,34061,939399484056
1106.16912,34062,939416150104
1106.185792,34063,939432816568
1106.202464,34064,939449483296
1106.2191359999999,34065,939466149136
1106.235776,34066,939482815216
1106.252448,34067,939499480840
1106.2691199999999,34068,939516147616
1106.2857919999999,34069,939532810000
1106.3024640000001,34070,939549475592
1106.3191360000001,34071,939566141840
1106.3357759999999,34072,939582807864
1106.3524480000001,34073,939599474104
1106.3691200000001,34074,939616139968
1106.385792,34075,939632806616
1106.402464,34076,939649473080
1106.4191040000001,34077,939666139000
1106.435776,34078,939682801376
1106.452448,34079,939699467624
1106.46912,34080,939716133944
1106.4857919999999,34081,939732799784
1106.502432,34082,939749465920
1106.519104,34083,939766132136
1106.5357759999999,34084,939782797616
1106.5524479999999,34085,939799460376
1106.5691200000001,34086,939816126944
1106.5857920000001,34087,939832792944
1106.6024319999999,34088,939849459024
1106.6191040000001,34089,939866124568
1106.6357760000001,34090,939882790944
1106.652448,34091,939899457568
1106.66912,34092,939916122944
1106.6857600000001,34093,939932789104
1106.702432,34094,939949451728
1106.719104,34095,939966117488
1106.735776,34096,939982784536
1106.752448,34097,939999450512
1106.769088,34098,940016116512
1106.78576,34099,940032782784
1106.802432,34100,940049448616
1106.8191039999999,34101,940066115000
1106.8357759999999,34102,940082781024
1106.8524480000001,34103,940099443104
1106.8690879999999,34104,940116109272
1106.8857599999999,34105,940132776024
1106.9024320000001,34106,940149441320
1106.9191040000001,34107,940166107616
1106.935776,34108,940182773592
1106.9524160000001,34109,940199440648
1106.9690880000001,34110,940216106136
1106.98576,34111,940232768400
1107.002432,34112,940249434888
1107.019104,34113,940266101240
1107.035744,34114,940282767080
1107.052416,34115,940299433592
1107.069088,34116,940316099296
1107.0857599999999,34117,940332765080
1107.1024319999999,34118,940349431400
1107.1191040000001,34119,940366098320
1107.1357439999999,34120,940382759944
1107.1524159999999,34121,940399426104
1107.1690880000001,34122,940416091944
1107.1857600000001,34123,940432758784
1107.202432,34124,940449425104
1107.2190720000001,34125,940466091024
1107.2357440000001,34126,940482757104
1107.252416,34127,940499418784
1107.269088,34128,940516085672
1107.28576,34129,940532751568
1107.3024,34130,940549417568
1107.319072,34131,940566083944
1107.335744,34132,940582750056
1107.3524159999999,34133,940599416512
1107.3690879999999,34134,940616082024
1107.385728,34135,940632748080
1107.4023999999999,34136,940649415136
1107.4190719999999,34137,940666076432
1107.4357440000001,34138,940682742592
1107.4524160000001,34139,940699409104
1107.4690880000001,34140,940716075400
1107.4857280000001,34141,940732741616
1107.5024000000001,34142,940749407808
1107.5190720000001,34143,940766074056
1107.535744,34144,940782740000
1107.552416,34145,940799402000
1107.569088,34146,940816068592
1107.585728,34147,940832734488
1107.6024,34148,940849400832
1107.619072,34149,940866066704
1107.6357439999999,34150,940882733080
1107.652384,34151,940899399056
1107.6690880000001,34152,940916065160
1107.6857279999999,34153,940932727944
1107.7023999999999,34154,940949393944
1107.7190720000001,34155,940966059968
1107.7357440000001,34156,940982725968
1107.7523839999999,34157,940999391944
1107.769088,34158,941016058512
1107.7857280000001,34159,941032724080
1107.8024,34160,941049390672
1107.819072,34161,941066056840
1107.8357120000001,34162,941082722808
1107.852384,34163,941099385080
1107.8690879999999,34164,941116051136
1107.885728,34165,941132717616
1107.9023999999999,34166,941149383968
1107.9190719999999,34167,941166049944
1107.935712,34168,941182715568
1107.9523839999999,34169,941199382056
1107.9690880000001,34170,941216044512
1107.9857280000001,34171,941232710400
1108.0023679999999,34172,941249377000
1108.019008,34173,941266042616
1108.03568,34174,941282709320
1108.0523519999999,34175,941299375104
1108.0690239999999,34176,941316041408
1108.0856960000001,34177,941332707752
1108.1023359999999,34178,941349373568
1108.1190079999999,34179,941366036240
1108.1356800000001,34180,941382701616
1108.1523520000001,34181,941399368592
1108.169024,34182,941416034104
1108.185696,34183,941432700056
1108.2023360000001,34184,941449366376
1108.219008,34185,941466033160
1108.23568,34186,941482698616
1108.252352,34187,941499364592
1108.2690239999999,34188,941516026968
1108.285664,34189,941532693240
1108.302336,34190,941549360080
1108.3190079999999,34191,941566026136
1108.3356799999999,34192,941582691592
1108.3523520000001,34193,941599357944
1108.3689919999999,34194,941616023944
1108.3856639999999,34195,941632689920
1108.4023360000001,34196,941649353080
1108.4190080000001,34197,941666018888
1108.43568,34198,941682685056
1108.452352,34199,941699350888
1108.4689920000001,34200,941716017024
1108.485664,34201,941732683616
1108.502336,34202,941749350056
1108.519008,34203,941766015488
1108.53568,34204,941782681704
1108.55232,34205,941799348136
1108.568992,34206,941816010104
1108.585664,34207,941832676808
1108.6023359999999,34208,941849343000
1108.6190079999999,34209,941866009080
1108.6356479999999,34210,941882675024
1108.6523199999999,34211,941899341104
1108.6689919999999,34212,941916007488
1108.6856640000001,34213,941932669160
1108.7023360000001,34214,941949335888
1108.719008,34215,941966002136
1108.7356480000001,34216,941982667592
1108.7523200000001,34217,941999333808
1108.768992,34218,942016000080
1108.785664,34219,942032666056
1108.802336,34220,942049332080
1108.818976,34221,942065998624
1108.835648,34222,942082665320
1108.85232,34223,942099327000
1108.8689919999999,34224,942115993136
1108.8856639999999,34225,942132659536
1108.902304,34226,942149325568
1108.9189759999999,34227,942165991920
1108.9356479999999,34228,942182658136
1108.9523200000001,34229,942199323568
1108.9689920000001,34230,942215986728
1108.9856319999999,34231,942232652024
1109.0023040000001,34232,942249318536
1109.0189760000001,34233,942265984728
1109.035648,34234,942282650400
1109.05232,34235,942299317080
1109.068992,34236,942315983000
1109.085632,34237,942332649432
1109.102304,34238,942349315104
1109.118976,34239,942365978024
1109.1356479999999,34240,942382643592
1109.1523199999999,34241,942399310024
1109.16896,34242,942415976592
1109.1856319999999,34243,942432642056
1109.2023039999999,34244,942449308672
1109.2189760000001,34245,942465974512
1109.2356480000001,34246,942482641024
1109.2523200000001,34247,942499307104
1109.2689600000001,34248,942515973432
1109.2856320000001,34249,942532634968
1109.302304,34250,942549301488
1109.318976,34251,942565967512
1109.335648,34252,942582633536
1109.352288,34253,942599299784
1109.36896,34254,942615966136
1109.385632,34255,942632632272
1109.402304,34256,942649294136
1109.4189759999999,34257,942665960944
1109.435616,34258,942682626488
1109.452288,34259,942699292536
1109.4689599999999,34260,942715959488
1109.4856319999999,34261,942732625512
1109.5023040000001,34262,942749291000
1109.5189439999999,34263,942765957296
1109.5356159999999,34264,942782624136
1109.5522880000001,34265,942799289968
1109.5689600000001,34266,942815952592
1109.585632,34267,942832617968
1109.602304,34268,942849284104
1109.6189440000001,34269,942865950616
1109.635616,34270,942882616864
1109.652288,34271,942899282888
1109.66896,34272,942915949352
1109.6856319999999,34273,942932611488
1109.702272,34274,942949277000
1109.718944,34275,942965943624
1109.7356159999999,34276,942982609616
1109.7522879999999,34277,942999275864
1109.7689600000001,34278,943015942056
1109.7856320000001,34279,943032607944
1109.8022719999999,34280,943049274536
1109.8189440000001,34281,943065940888
1109.8356160000001,34282,943082606592
1109.852288,34283,943099269080
1109.86896,34284,943115934968
1109.8856000000001,34285,943132601000
1109.902272,34286,943149267512
1109.918944,34287,943165933320
1109.935616,34288,943182600080
1109.952288,34289,943199265864
1109.968928,34290,943215932136
1109.9856,34291,943232594616
1110.0022719999999,34292,943249260592
1110.0189439999999,34293,943265926784
1110.0356159999999,34294,943282592944
1110.0522880000001,34295,943299258728
1110.0689279999999,34296,943315924616
1110.0856000000001,34297,943332590968
1110.1022720000001,34298,943349257080
1110.1189440000001,34299,943365920024
1110.135616,34300,943382585456
1110.1522560000001,34301,943399252136
1110.1689280000001,34302,943415917864
1110.1856,34303,943432584080
1110.202272,34304,943449250216
1110.218944,34305,943465916616
1110.235584,34306,943482582592
1110.252256,34307,943499249024
1110.268928,34308,943515915136
1110.2855999999999,34309,943532577592
1110.3022719999999,34310,943549243888
1110.318912,34311,943565909488
1110.3355839999999,34312,943582576104
1110.3522559999999,34313,943599242376
1110.3689280000001,34314,943615907616
1110.3856000000001,34315,943632574080
1110.402272,34316,943649236272
1110.4189120000001,34317,943665902920
1110.4355840000001,34318,943682568400
1110.452256,34319,943699234592
1110.468928,34320,943715900888
1110.4856,34321,943732567320
1110.50224,34322,943749233136
1110.518912,34323,943765899104
1110.535584,34324,943782565216
1110.5522559999999,34325,943799232160
1110.5689279999999,34326,943815894104
1110.585568,34327,943832559944
1110.6022399999999,34328,943849225888
1110.6189119999999,34329,943865892104
1110.6355840000001,34330,943882558920
1110.6522560000001,34331,943899225080
1110.6689280000001,34332,943915891184
1110.6855680000001,34333,943932553160
1110.7022400000001,34334,943949219432
1110.718912,34335,943965885160
1110.735584,34336,943982551216
1110.752256,34337,943999217568
1110.768896,34338,944015884488
1110.785568,34339,944032550616
1110.80224,34340,944049216104
1110.818912,34341,944065882840
1110.8355839999999,34342,944082544512
1110.852224,34343,944099210784
1110.8688959999999,34344,944115877000
1110.8855679999999,34345,944132543024
1110.9022399999999,34346,944149208968
1110.9189120000001,34347,944165875536
1110.9355840000001,34348,944182542104
1110.9522239999999,34349,944199208104
1110.9688960000001,34350,944215873968
1110.9855680000001,34351,944232540104
1111.00224,34352,944249202488
1111.018912,34353,944265868672
1111.0355520000001,34354,944282534672
1111.052224,34355,944299200568
1111.068896,34356,944315866968
1111.085568,34357,944332533136
1111.1022399999999,34358,944349198920
1111.1189119999999,34359,944365861592
1111.135552,34360,944382527672
1111.1522239999999,34361,944399194320
1111.1688959999999,34362,944415860456
1111.1855680000001,34363,944432526568
